branch,date,t,source_right_end_label,physical_interval,responsible_issue_hour,point_price_forecast,scenario_mean_planning_price,actual_settlement_and_current_price,actual_load_kwh,actual_pv_kwh,forecast_load_kwh,forecast_pv_kwh,g0_kwh,geff_kwh,delta_plus_kwh,delta_minus_kwh,dp_charge_kwh,dp_discharge_kwh,dp_emergency_kwh,dp_unused_kwh,dp_end_soc_kwh,interval_plan_cost_yuan,interval_adjustment_transaction_yuan,interval_adjustment_surcharge_yuan,interval_emergency_cost_yuan,interval_total_bill_yuan
4-3,2025-02-01,33,05:30,5:20-5:30,0,0.3866662967248189,0.3763478316393951,0.3821,529.2233333333334,0.0,574.2346076145644,0.0,595.8623295309171,595.8623295309171,0.0,0.0,0.0,0.0,0.0,66.63899619758377,10318.073883868545,227.67899611376342,0.0,0.0,0.0,227.67899611376342
4-3,2025-02-01,34,05:40,5:30-5:40,0,0.3485788455818765,0.34003675644466896,0.3475,547.4103166666666,0.0,553.0392872287151,0.0,1359.5255198651857,1359.5255198651857,0.0,0.0,535.4734623682837,0.0,0.0,276.64174083023545,10800.0,472.435118153152,0.0,0.0,0.0,472.435118153152
4-3,2025-02-01,35,05:50,5:40-5:50,0,0.5172120477799155,0.5177634994102169,0.5182,531.2274,0.04623333333333333,531.273819515539,0.0474481396071933,519.6888964250951,519.6888964250951,0.0,0.0,0.0,11.492270241571168,0.0,0.0,10787.230810842699,269.3027861274843,0.0,0.0,0.0,269.3027861274843
4-3,2025-02-01,36,06:00,5:50-6:00,0,0.7954952611258822,0.8048401001820865,0.8102,510.98333333333335,0.0,535.398485542235,0.0,0.0,0.0,0.0,0.0,0.0,510.98333333333323,0.0,0.0,10219.47155158344,0.0,0.0,0.0,0.0,0.0
4-3,2025-02-01,37,06:10,6:00-6:10,6,0.8443752267515194,0.8530061558258385,0.8756,535.1871833333332,0.0,568.979836524965,5.1733974150262,0.0,0.0,0.0,0.0,0.0,535.1871833333333,0.0,0.0,9624.819125657514,0.0,0.0,0.0,0.0,0.0
4-3,2025-02-01,38,06:20,6:10-6:20,6,0.8081406703647762,0.8203334566928945,0.818,533.9993499999999,0.6440166666666667,579.3341068508029,5.834284453515646,0.0,0.0,0.0,0.0,0.0,533.3553333333329,0.0,0.0,9032.202088620477,0.0,0.0,0.0,0.0,0.0
4-3,2025-02-01,39,06:30,6:20-6:30,6,0.8172916245369196,0.8257457410646263,0.7708,504.52,0.0,560.2905207000898,5.1733974150262,0.0,0.0,0.0,0.0,0.0,504.5200000000006,0.0,0.0,8471.624310842699,0.0,0.0,0.0,0.0,0.0
4-3,2025-02-01,40,06:40,6:30-6:40,6,0.8187322423828066,0.8192520442003423,0.7715,519.5536833333333,0.0,559.6603831956156,5.1733974150262,0.0,0.0,0.0,0.0,0.0,519.5536833333335,0.0,0.0,7894.342440472328,0.0,0.0,0.0,0.0,0.0
4-3,2025-02-01,41,06:50,6:40-6:50,6,0.8189116805707454,0.8198352529798668,0.8181,566.415,14.934916666666666,597.5482828608214,16.33744333428002,0.0,0.0,0.0,0.0,0.0,551.4800833333331,0.0,0.0,7281.58679232418,0.0,0.0,0.0,0.0,0.0
4-3,2025-02-01,42,07:00,6:50-7:00,6,0.8182697314391363,0.824021837555609,0.8678,608.7916666666666,56.75,647.9784986072893,52.02136892448998,0.0,0.0,0.0,0.0,0.0,552.0416666666666,0.0,0.0,6668.207162694551,0.0,0.0,0.0,0.0,0.0
4-3,2025-02-01,43,07:10,7:00-7:10,6,0.8028482212517999,0.8010955174991509,0.864,617.2140499999999,102.656,661.5978779875124,120.27741238013922,0.0,0.0,0.0,0.0,0.0,514.5580499999999,0.0,0.0,6096.475996027884,0.0,0.0,0.0,0.0,0.0
4-3,2025-02-01,44,07:20,7:10-7:20,6,0.7975790046706696,0.7807157160081477,0.8237,595.3964666666666,147.48791666666665,649.622116430395,157.80699425142913,0.0,0.0,0.0,0.0,0.0,447.9085499999996,0.0,0.0,5598.799829361218,0.0,0.0,0.0,0.0,0.0
4-3,2025-02-01,45,07:30,7:20-7:30,6,0.7726984127662962,0.7494524002700275,0.7654,579.5366666666666,190.11249999999998,641.6224472996964,196.77952524593093,0.0,0.0,0.0,0.0,0.0,389.4241666666666,0.0,0.0,5166.1063108427,0.0,0.0,0.0,0.0,0.0
4-3,2025-02-01,46,07:40,7:30-7:40,6,0.7090850596301614,0.6993594231417924,0.7258,609.0003666666667,231.34661666666665,654.7332761237966,236.32725485721988,0.0,0.0,0.0,0.0,0.0,377.6537500000001,0.0,0.0,4746.491033064922,0.0,0.0,0.0,0.0,0.0
4-3,2025-02-01,47,07:50,7:40-7:50,6,0.8505708447347526,0.8484908786571642,0.8697,640.2366833333333,279.07533333333333,647.9960080419728,273.59678954623985,0.0,0.0,0.0,0.0,0.0,361.1613499999998,0.0,0.0,4345.200644176033,0.0,0.0,0.0,0.0,0.0
4-3,2025-02-01,48,08:00,7:50-8:00,6,1.1012901279264933,1.0937489196013905,1.0783,633.9416666666666,334.01874999999995,629.9476026170069,311.35633118774996,0.0,0.0,0.0,0.0,0.0,299.9229166666667,0.0,0.0,4011.952958990848,0.0,0.0,0.0,0.0,0.0
4-3,2025-02-01,49,08:10,8:00-8:10,6,1.0983646908248992,1.089361477170952,1.0448,590.91065,388.6844166666666,647.8242664426494,407.6089943728573,0.0,0.0,0.0,0.0,0.0,202.2262333333336,0.0,0.0,3787.257144176033,0.0,0.0,0.0,0.0,0.0
4-3,2025-02-01,50,08:20,8:10-8:20,6,1.033497973220678,1.026917059900448,0.9667,568.5581666666667,438.7655666666667,650.2756090914859,447.2626503368535,0.0,0.0,0.0,0.0,0.0,129.79259999999996,0.0,0.0,3643.043144176033,0.0,0.0,0.0,0.0,0.0
4-3,2025-02-01,51,08:30,8:20-8:30,6,1.0278882567771952,1.0278452901498563,0.9429,574.2283333333332,487.94374999999997,624.6216451606604,485.49205271550767,0.0,0.0,0.0,0.0,0.0,86.28458333333337,0.0,0.0,3547.1713849167736,0.0,0.0,0.0,0.0,0.0
4-3,2025-02-01,52,08:40,8:30-8:40,6,1.0134644408826337,1.0233578781120036,0.893,577.8523166666666,541.8831666666666,621.0054188241255,532.8585825881598,0.0,0.0,0.0,0.0,0.0,35.96914999999999,0.0,0.0,3507.2056626945514,0.0,0.0,0.0,0.0,0.0
4-3,2025-02-01,53,08:50,8:40-8:50,6,0.9987583911073601,1.0062772699623703,0.9266,649.0800333333333,586.6261,681.0811946715899,573.0048685381776,0.0,0.0,0.0,0.0,0.0,62.453933333333225,0.0,0.0,3437.8124034352923,0.0,0.0,0.0,0.0,0.0
4-3,2025-02-01,54,09:00,8:50-9:00,6,0.9896471805402715,0.9854014505377104,0.9995,737.1266666666667,621.9499999999999,759.556207925506,602.209033695663,0.0,0.0,0.0,0.0,0.0,115.1766666666666,0.0,0.0,3309.8383293612183,0.0,0.0,0.0,0.0,0.0
4-3,2025-02-01,55,09:10,9:00-9:10,6,0.9723996062026565,0.9663832608704152,0.9415,711.2534166666666,665.4293,764.0657612284281,690.4185527913497,0.0,0.0,0.0,0.0,0.0,45.8241166666664,0.0,0.0,3258.9226441760334,0.0,0.0,0.0,0.0,0.0
4-3,2025-02-01,56,09:20,9:10-9:20,6,0.9565331793519132,0.9521164218550188,0.8825,698.3616999999999,729.7221999999999,747.7150303658638,726.9882052858596,0.0,0.0,0.0,0.0,31.36050000000018,0.0,0.0,0.0,3287.1470941760335,0.0,0.0,0.0,0.0,0.0
4-3,2025-02-01,57,09:30,9:20-9:30,6,0.9349142290649118,0.9301143399299855,0.8929,736.3866666666665,798.0874999999999,738.846759369264,762.1063979759275,0.0,0.0,0.0,0.0,61.70083333333322,0.0,0.0,0.0,3342.6778441760334,0.0,0.0,0.0,0.0,0.0
4-3,2025-02-01,58,09:40,9:30-9:40,6,0.9080325073817666,0.902257087440626,0.9059,733.2125666666667,838.3206833333334,717.7232454019501,788.4091453362738,0.0,0.0,0.0,0.0,105.10811666666642,0.0,0.0,0.0,3437.275149176033,0.0,0.0,0.0,0.0,0.0
4-3,2025-02-01,59,09:50,9:40-9:50,6,0.9722935010751599,0.9676102759509392,0.8581,697.1223666666666,867.3196166666667,718.2995441098999,819.8768666874024,0.0,0.0,0.0,0.0,158.58316758218533,0.0,0.0,11.614082417814728,3580.0,0.0,0.0,0.0,0.0,0.0
4-3,2025-02-01,60,10:00,9:50-10:00,6,1.077980568690748,1.076091443116256,0.8084,678.5883333333334,894.01875,738.5204796732176,856.6121778242293,0.0,0.0,0.0,0.0,144.44444444444443,0.0,0.0,70.98597222222216,3710.0,0.0,0.0,0.0,0.0,0.0
4-3,2025-02-01,61,10:10,10:00-10:10,6,1.0658929158180515,1.0647859759028457,0.8605,711.4322,911.8498333333333,737.76849607239,928.2966883576489,0.0,0.0,0.0,0.0,155.55555555555554,0.0,0.0,44.86207777777781,3850.0,0.0,0.0,0.0,0.0,0.0
4-3,2025-02-01,62,10:20,10:10-10:20,6,1.024749864799458,1.0166291324360948,0.8292,706.70705,933.6272333333333,721.7342526364871,956.2481627783875,0.0,0.0,0.0,0.0,177.77777777777777,0.0,0.0,49.14240555555551,4010.0,0.0,0.0,0.0,0.0,0.0
4-3,2025-02-01,63,10:30,10:20-10:30,6,1.0399016391360845,1.026088222185208,0.7446,666.9933333333333,959.21875,710.4235407638238,979.9031092609314,0.0,0.0,0.0,0.0,233.33333333333331,0.0,0.0,58.892083333333346,4220.0,0.0,0.0,0.0,0.0,0.0
4-3,2025-02-01,64,10:40,10:30-10:40,6,1.0747579200708026,1.0699105000870652,0.7982,678.7204333333333,979.8081666666667,716.1400550672207,986.3699084006794,0.0,0.0,0.0,0.0,301.08773333333374,0.0,0.0,0.0,4490.97896,0.0,0.0,0.0,0.0,0.0
4-3,2025-02-01,65,10:50,10:40-10:50,6,0.874554991365699,0.8705562673698967,0.6917,678.1305,1021.3479,713.2435119216331,995.1538233195956,0.0,0.0,0.0,0.0,298.91226666666626,0.0,0.0,44.30513333333374,4760.0,0.0,0.0,0.0,0.0,0.0
4-3,2025-02-01,66,11:00,10:50-11:00,6,0.5556963958415143,0.5425434760801053,0.438,652.925,1060.2749999999999,703.3075676627584,1014.1356304707556,0.0,0.0,0.0,0.0,300.0,0.0,0.0,107.34999999999991,5030.0,0.0,0.0,0.0,0.0,0.0
4-3,2025-02-01,67,11:10,11:00-11:10,6,0.5105348279595592,0.49831546649577946,0.3671,657.69435,1046.1778166666666,710.0323934575164,1048.478442866513,0.0,0.0,0.0,0.0,344.44444444444446,0.0,0.0,44.039022222222115,5340.0,0.0,0.0,0.0,0.0,0.0
4-3,2025-02-01,68,11:20,11:10-11:20,6,0.549951914679862,0.5352370351960603,0.3419,656.1017166666666,1051.3417833333333,700.9435058443748,1057.7029029720081,0.0,0.0,0.0,0.0,355.55555555555554,0.0,0.0,39.68451111111119,5660.0,0.0,0.0,0.0,0.0,0.0
4-3,2025-02-01,69,11:30,11:20-11:30,6,0.5368531419517557,0.5169872238799539,0.308,654.535,1099.0625,679.5133679229667,1066.7237011209588,0.0,0.0,0.0,0.0,277.77777777777777,0.0,0.0,166.74972222222226,5910.0,0.0,0.0,0.0,0.0,0.0
4-3,2025-02-01,70,11:40,11:30-11:40,6,0.5253869770252926,0.5134648662635742,0.3563,692.20855,1136.31565,682.4452643795773,1088.624624317305,0.0,0.0,0.0,0.0,300.0,0.0,0.0,144.10710000000006,6180.0,0.0,0.0,0.0,0.0,0.0
4-3,2025-02-01,71,11:50,11:40-11:50,6,0.5110225285488478,0.5093796003218197,0.3499,680.1494833333334,1128.4168166666666,679.9618678690149,1096.4715595796831,0.0,0.0,0.0,0.0,344.44444444444446,0.0,0.0,103.82288888888877,6490.0,0.0,0.0,0.0,0.0,0.0
4-3,2025-02-01,72,12:00,11:50-12:00,6,0.49514321237751163,0.4941612568335642,0.2979,640.0333333333333,1100.65625,674.5523862275436,1082.116971213667,0.0,0.0,0.0,0.0,344.44444444444446,0.0,0.0,116.17847222222224,6800.0,0.0,0.0,0.0,0.0,0.0
4-3,2025-02-01,73,12:10,12:00-12:10,12,0.3077551864719445,0.2980337220396702,0.3528,676.8413833333333,1105.4832,697.3236947418411,1053.2213124320238,336.3925488814575,0.0,0.0,336.3925488814575,428.64181666666707,0.0,0.0,0.0,7185.777635,118.67929124537821,-59.339645622689105,59.339645622689105,0.0,59.339645622689105
4-3,2025-02-01,74,12:20,12:10-12:20,12,0.3191071817973518,0.3074870153628117,0.4214,663.0938,1089.4810666666667,698.8198279628211,1055.4086772360597,95.42380354252407,0.0,0.0,95.42380354252407,426.3872666666672,0.0,0.0,0.0,7569.526175000001,40.211590812819644,-20.105795406409822,20.105795406409822,0.0,20.105795406409822
4-3,2025-02-01,75,12:30,12:20-12:30,12,0.30752436692045393,0.29989128910246443,0.4077,594.0216666666666,1052.4125,670.9698373322291,1072.9177377129067,439.25949166406735,0.0,0.0,439.25949166406735,458.3908333333329,0.0,0.0,0.0,7982.0779250000005,179.08609475144027,-89.54304737572014,89.54304737572014,0.0,89.54304737572014
4-3,2025-02-01,76,12:40,12:30-12:40,12,0.27032440034363636,0.2538224868627308,0.3359,601.1141666666666,1052.0977666666665,660.1222664022393,1083.3121726988725,402.7698467991687,402.7698467991687,0.0,0.0,831.0245277777772,0.0,0.0,22.728919021391448,8730.0,135.29039153984075,0.0,0.0,0.0,135.29039153984075
4-3,2025-02-01,77,12:50,12:40-12:50,12,0.39653069069813324,0.37573403992640814,0.4541,633.3353666666667,1058.98975,680.551232188996,1072.4101829123238,0.0,0.0,0.0,0.0,133.33333333333334,0.0,0.0,292.3210499999999,8850.0,0.0,0.0,0.0,0.0,0.0
4-3,2025-02-01,78,13:00,12:50-13:00,12,0.6118330401117811,0.5973849609145915,0.6884,638.6816666666666,1052.225,704.2485419292597,1052.8265388931563,0.0,0.0,0.0,0.0,133.33333333333334,0.0,0.0,280.2099999999999,8970.0,0.0,0.0,0.0,0.0,0.0
4-3,2025-02-01,79,13:10,13:00-13:10,12,0.6455324158813752,0.6351833379867513,0.7168,619.3742333333332,1041.0229166666666,688.251714736814,1027.965108178694,0.0,0.0,0.0,0.0,255.55555555555554,0.0,0.0,166.0931277777778,9200.0,0.0,0.0,0.0,0.0,0.0
4-3,2025-02-01,80,13:20,13:10-13:20,12,0.6201303022488736,0.6046534256749807,0.7194,606.5044,1029.2288333333331,663.1610869165663,1014.0339275980425,0.0,0.0,0.0,0.0,266.6666666666667,0.0,0.0,156.0577666666664,9440.0,0.0,0.0,0.0,0.0,0.0
4-3,2025-02-01,81,13:30,13:20-13:30,12,0.6280876732262496,0.6118245650207437,0.7375,607.0133333333333,1017.28125,656.8128626994853,991.3145627302545,0.0,0.0,0.0,0.0,255.55555555555554,0.0,0.0,154.71236111111114,9670.0,0.0,0.0,0.0,0.0,0.0
4-3,2025-02-01,82,13:40,13:30-13:40,12,0.6263278509862729,0.630234574248819,0.6413,606.3183333333333,998.79405,668.1342281670327,986.4414232050297,0.0,0.0,0.0,0.0,244.44444444444443,0.0,0.0,148.03127222222227,9890.0,0.0,0.0,0.0,0.0,0.0
4-3,2025-02-01,83,13:50,13:40-13:50,12,0.7110274640196388,0.7164385980542456,0.6761,624.9272166666666,948.6343499999999,667.936190492932,972.4190907291768,0.0,0.0,0.0,0.0,233.33333333333331,0.0,0.0,90.37380000000002,10100.0,0.0,0.0,0.0,0.0,0.0
4-3,2025-02-01,84,14:00,13:50-14:00,12,0.8459396122517597,0.8328595820469088,0.8225,641.645,875.1875,652.6430734120086,943.756298912893,0.0,0.0,0.0,0.0,233.33333333333331,0.0,0.0,0.2091666666667038,10310.0,0.0,0.0,0.0,0.0,0.0
4-3,2025-02-01,85,14:10,14:00-14:10,12,0.8854902621937412,0.8732477196937631,0.8111,612.7233833333332,815.6234166666666,643.6877936195704,881.8466714646354,0.0,0.0,0.0,0.0,188.88888888888889,0.0,0.0,14.011144444444454,10480.0,0.0,0.0,0.0,0.0,0.0
4-3,2025-02-01,86,14:20,14:10-14:20,12,0.8655243971576055,0.8630950918579193,0.8061,603.26775,769.5365666666667,633.6662417287072,852.3907711889435,0.0,0.0,0.0,0.0,166.26881666666628,0.0,0.0,0.0,10629.641935,0.0,0.0,0.0,0.0,0.0
4-3,2025-02-01,87,14:30,14:20-14:30,12,0.8904315608994703,0.8913520943156287,0.8727,610.8116666666666,727.3999999999999,624.7189408808682,808.6988137115693,0.0,0.0,0.0,0.0,116.58833333333354,0.0,0.0,0.0,10734.571435,0.0,0.0,0.0,0.0,0.0
4-3,2025-02-01,88,14:40,14:30-14:40,12,0.9659970061404367,0.9606116443023227,0.8717,571.6230833333333,684.0674,627.0903305779955,759.5940394210959,0.0,0.0,0.0,0.0,72.69840555555574,0.0,0.0,39.745911111111,10800.0,0.0,0.0,0.0,0.0,0.0
4-3,2025-02-01,89,14:50,14:40-14:50,12,0.7931254722729614,0.7895592631880712,0.7054,554.5942,648.3614333333333,616.8827154812892,714.8984800410012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.76723333333325,10800.0,0.0,0.0,0.0,0.0,0.0
4-3,2025-02-01,90,15:00,14:50-15:00,12,0.48110055680625274,0.4830705307618736,0.5147,578.9233333333333,614.7249999999999,604.3042856857052,678.3999737168913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.80166666666662,10800.0,0.0,0.0,0.0,0.0,0.0
