branch,date,t,source_right_end_label,physical_interval,responsible_issue_hour,point_price_forecast,scenario_mean_planning_price,actual_settlement_and_current_price,actual_load_kwh,actual_pv_kwh,forecast_load_kwh,forecast_pv_kwh,g0_kwh,geff_kwh,delta_plus_kwh,delta_minus_kwh,dp_charge_kwh,dp_discharge_kwh,dp_emergency_kwh,dp_unused_kwh,dp_end_soc_kwh,interval_plan_cost_yuan,interval_adjustment_transaction_yuan,interval_adjustment_surcharge_yuan,interval_emergency_cost_yuan,interval_total_bill_yuan
4-2,2025-02-01,13,02:10,2:00-2:10,0,0.3537715589597293,0.3584322024601591,0.3346,434.0906333333333,0.0,461.5623850584386,0.0,495.38694212419,495.38694212419,0.0,0.0,61.29630879085703,0.0,0.0,0.0,10194.96913122121,165.75647083475397,0.0,0.0,0.0,165.75647083475397
4-2,2025-02-01,14,02:20,2:10-2:20,0,0.35907059279670106,0.3750779235875294,0.3971,490.5609166666666,0.0,478.7131942466842,0.0,452.8691970284866,452.8691970284866,0.0,0.0,0.0,37.69171963817953,0.0,0.0,10153.089442734345,179.83435814001203,0.0,0.0,0.0,179.83435814001203
4-2,2025-02-01,15,02:30,2:20-2:30,0,0.36138718387400687,0.3759715922654445,0.367,503.22,0.0,495.0223267425968,0.0,492.78419587684544,492.78419587684544,0.0,0.0,0.0,10.435804123154231,0.0,0.0,10141.494104819729,180.85179988680227,0.0,0.0,0.0,180.85179988680227
4-2,2025-02-01,16,02:40,2:30-2:40,0,0.3633214416598797,0.3618697384104522,0.3185,474.07281666666665,0.0,502.3424134943287,0.0,501.80712105951847,501.80712105951847,0.0,0.0,27.73430439285221,0.0,0.0,0.0,10166.454978773296,159.82556805745662,0.0,0.0,0.0,159.82556805745662
4-2,2025-02-01,17,02:50,2:40-2:50,0,0.3698850678787802,0.36781875365008404,0.3285,461.38439999999997,0.0,515.1785636296253,0.0,517.9860004265278,517.9860004265278,0.0,0.0,56.601600426527305,0.0,0.0,0.0,10217.39641915717,170.1584011401144,0.0,0.0,0.0,170.1584011401144
4-2,2025-02-01,18,03:00,2:50-3:00,0,0.37782744923302797,0.3872482734449004,0.3772,476.94166666666666,0.0,536.0565418516878,0.0,544.4315608075459,544.4315608075459,0.0,0.0,67.48989414088,0.0,0.0,0.0,10278.137323883962,205.3595847366063,0.0,0.0,0.0,205.3595847366063
4-2,2025-02-01,19,03:10,3:00-3:10,0,0.3787549410396784,0.3802550868539338,0.3815,483.39955,0.0,549.3007353224277,0.0,536.2801634036603,536.2801634036603,0.0,0.0,52.88061340365958,0.0,0.0,0.0,10325.729875947256,204.59088233849639,0.0,0.0,0.0,204.59088233849639
4-2,2025-02-01,20,03:20,3:10-3:20,0,0.37860040330055655,0.3721473640536849,0.3822,486.6019166666666,0.0,537.717616079865,0.0,533.8780881621815,533.8780881621815,0.0,0.0,26.966804503048884,0.0,0.0,20.309366992465975,10350.0,204.04820529558575,0.0,0.0,0.0,204.04820529558575
4-2,2025-02-01,21,03:30,3:20-3:30,0,0.3785020286045632,0.3764630626320228,0.3962,498.84833333333336,0.0,509.3891363416288,0.0,527.6246795499198,527.6246795499198,0.0,0.0,0.0,0.0,0.0,28.77634621658649,10350.0,209.04489803767825,0.0,0.0,0.0,209.04489803767825
4-2,2025-02-01,22,03:40,3:30-3:40,0,0.3750370881073447,0.3808842407921997,0.3879,518.3097333333333,0.0,494.1257620411398,0.0,512.2881506291478,512.2881506291478,0.0,0.0,0.0,6.0215827041856755,0.0,0.0,10343.309352550905,198.71657362904645,0.0,0.0,0.0,198.71657362904645
4-2,2025-02-01,23,03:50,3:40-3:50,0,0.3794195204671697,0.384562745150861,0.3405,509.13346666666666,0.0,506.0239491963704,0.0,496.4357634203126,496.4357634203126,0.0,0.0,0.0,12.697703246354468,0.0,0.0,10329.200793388289,169.03637744461645,0.0,0.0,0.0,169.03637744461645
4-2,2025-02-01,24,04:00,3:50-4:00,0,0.3887082260036622,0.3877507041257765,0.3164,483.6166666666666,0.0,537.2465277028168,0.0,524.3925527308227,524.3925527308227,0.0,0.0,0.0,0.0,0.0,40.775886064156055,10329.200793388289,165.9178036840323,0.0,0.0,0.0,165.9178036840323
4-2,2025-02-01,25,04:10,4:00-4:10,0,0.38730839764518343,0.3894745680832132,0.3916,491.1868,0.0,561.4017740348982,0.0,556.1988586552981,556.1988586552981,0.0,0.0,0.0,0.0,0.0,65.01205865529806,10329.200793388289,217.80747304941474,0.0,0.0,0.0,217.80747304941474
4-2,2025-02-01,26,04:20,4:10-4:20,0,0.3807502988976476,0.3918544840157921,0.4109,504.64528333333334,0.0,550.8051148169533,0.0,554.9820532261472,554.9820532261472,0.0,0.0,0.0,0.0,0.0,50.336769892813834,10329.200793388289,228.04212567062388,0.0,0.0,0.0,228.04212567062388
4-2,2025-02-01,27,04:30,4:20-4:30,0,0.3790137597157325,0.3952776559826817,0.361,505.57833333333326,0.0,523.6811550412247,0.0,524.8977775116313,524.8977775116313,0.0,0.0,0.0,0.0,0.0,19.319444178298,10329.200793388289,189.4880976816989,0.0,0.0,0.0,189.4880976816989
4-2,2025-02-01,28,04:40,4:30-4:40,0,0.3864553092793301,0.39769357915386727,0.3799,503.23096666666663,0.0,524.3169589247386,0.0,524.1610646299276,524.1610646299276,0.0,0.0,0.0,0.0,0.0,20.930097963261005,10329.200793388289,199.1287884529095,0.0,0.0,0.0,199.1287884529095
4-2,2025-02-01,29,04:50,4:40-4:50,0,0.38944711153261913,0.396729558243537,0.4094,502.84698333333336,0.00023333333333333333,519.498747081116,0.0002945141065830721,534.5376296349261,534.5376296349261,0.0,0.0,0.0,0.0,0.0,31.69087963492609,10329.200793388289,218.83970557253875,0.0,0.0,0.0,218.83970557253875
4-2,2025-02-01,30,05:00,4:50-5:00,0,0.3859657740671114,0.3958481657880615,0.4052,499.64166666666665,0.0,510.7204644982454,0.0,489.6274480988975,489.6274480988975,0.0,0.0,0.0,10.014218567769603,0.0,0.0,10318.073883868545,198.39704196967327,0.0,0.0,0.0,198.39704196967327
4-2,2025-02-01,31,05:10,5:00-5:10,0,0.3881539811704807,0.400768212009909,0.3896,488.78358333333335,0.0,536.7218820689045,0.0,539.962483396808,539.962483396808,0.0,0.0,0.0,0.0,0.0,51.17890006347466,10318.073883868545,210.3693835313964,0.0,0.0,0.0,210.3693835313964
4-2,2025-02-01,32,05:20,5:10-5:20,0,0.39889599881471716,0.402265531258068,0.3908,498.51875,0.0033166666666666665,567.6720834626864,0.004151619644723093,554.2632626701765,554.2632626701765,0.0,0.0,0.0,0.0,0.0,55.7478293368431,10318.073883868545,216.60608305150495,0.0,0.0,0.0,216.60608305150495
4-2,2025-02-01,33,05:30,5:20-5:30,0,0.3861524605238045,0.3755615057885695,0.3821,529.2233333333334,0.0,574.2346076145644,0.0,595.8623295309171,595.8623295309171,0.0,0.0,0.0,0.0,0.0,66.63899619758377,10318.073883868545,227.67899611376342,0.0,0.0,0.0,227.67899611376342
4-2,2025-02-01,34,05:40,5:30-5:40,0,0.3481156233375668,0.3393293628193535,0.3475,547.4103166666666,0.0,553.0392872287151,0.0,1359.5255198651857,1359.5255198651857,0.0,0.0,535.4734623682837,0.0,0.0,276.64174083023545,10800.0,472.435118153152,0.0,0.0,0.0,472.435118153152
4-2,2025-02-01,35,05:50,5:40-5:50,0,0.5165247308971118,0.516715683603457,0.5182,531.2274,0.04623333333333333,531.273819515539,0.05778850574712644,477.7008354062045,477.7008354062045,0.0,0.0,0.0,53.48033126046285,0.0,0.0,10740.577409710597,247.54457290749517,0.0,0.0,0.0,247.54457290749517
4-2,2025-02-01,36,06:00,5:50-6:00,0,0.7944381370207709,0.8032284575064406,0.8102,510.98333333333335,0.0,535.398485542235,0.0,0.0,0.0,0.0,0.0,0.0,510.98333333333323,0.0,0.0,10172.818150451338,0.0,0.0,0.0,0.0,0.0
4-2,2025-02-01,37,06:10,6:00-6:10,6,0.8445771308315673,0.8532423455932865,0.8756,535.1871833333332,0.0,568.979836524965,0.0,0.0,0.0,0.0,0.0,0.0,535.1871833333333,0.0,0.0,9578.165724525412,0.0,0.0,0.0,0.0,0.0
4-2,2025-02-01,38,06:20,6:10-6:20,6,0.8082446179266287,0.8204532086678792,0.818,533.9993499999999,0.6440166666666667,579.3341068508029,0.8049140543364681,0.0,0.0,0.0,0.0,0.0,533.3553333333329,0.0,0.0,8985.548687488375,0.0,0.0,0.0,0.0,0.0
4-2,2025-02-01,39,06:30,6:20-6:30,6,0.817420310792943,0.8258955402076256,0.7708,504.52,0.0,560.2905207000898,0.0,0.0,0.0,0.0,0.0,0.0,504.5200000000006,0.0,0.0,8424.970909710597,0.0,0.0,0.0,0.0,0.0
4-2,2025-02-01,40,06:40,6:30-6:40,6,0.8188648232058484,0.8194088444199229,0.7715,519.5536833333333,0.0,559.6603831956156,0.0,0.0,0.0,0.0,0.0,0.0,519.5536833333335,0.0,0.0,7847.689039340226,0.0,0.0,0.0,0.0,0.0
4-2,2025-02-01,41,06:50,6:40-6:50,6,0.8190447464870759,0.8199932181960692,0.8181,566.415,14.934916666666666,597.5482828608214,13.597024817136887,0.0,0.0,0.0,0.0,0.0,551.4800833333331,0.0,0.0,7234.9333911920785,0.0,0.0,0.0,0.0,0.0
4-2,2025-02-01,42,07:00,6:50-7:00,6,0.8184010619098574,0.8241765778863898,0.8678,608.7916666666666,56.75,647.9784986072893,57.05754310344828,0.0,0.0,0.0,0.0,0.0,552.0416666666666,0.0,0.0,6621.553761562449,0.0,0.0,0.0,0.0,0.0
4-2,2025-02-01,43,07:10,7:00-7:10,6,0.8030419002209298,0.801324225351763,0.864,617.2140499999999,102.656,661.5978779875124,102.59360240334378,0.0,0.0,0.0,0.0,0.0,514.5580499999999,0.0,0.0,6049.8225948957825,0.0,0.0,0.0,0.0,0.0
4-2,2025-02-01,44,07:20,7:10-7:20,6,0.7977584388370096,0.7809304064406979,0.8237,595.3964666666666,147.48791666666665,649.622116430395,148.30200057471265,0.0,0.0,0.0,0.0,0.0,447.9085499999996,0.0,0.0,5552.146428229116,0.0,0.0,0.0,0.0,0.0
4-2,2025-02-01,45,07:30,7:20-7:30,6,0.7728105847278068,0.7495900737915636,0.7654,579.5366666666666,190.11249999999998,641.6224472996964,195.76780956112853,0.0,0.0,0.0,0.0,0.0,389.4241666666666,0.0,0.0,5119.452909710598,0.0,0.0,0.0,0.0,0.0
4-2,2025-02-01,46,07:40,7:30-7:40,6,0.7090252592203964,0.6992926531747973,0.7258,609.0003666666667,231.34661666666665,654.7332761237966,243.9341701149425,0.0,0.0,0.0,0.0,0.0,377.6537500000001,0.0,0.0,4699.83763193282,0.0,0.0,0.0,0.0,0.0
4-2,2025-02-01,47,07:50,7:40-7:50,6,0.8508935370685183,0.8488730208960874,0.8697,640.2366833333333,279.07533333333333,647.9960080419728,289.3258490595611,0.0,0.0,0.0,0.0,0.0,361.1613499999998,0.0,0.0,4298.547243043931,0.0,0.0,0.0,0.0,0.0
4-2,2025-02-01,48,08:00,7:50-8:00,6,1.1022906148981666,1.0949298494527198,1.0783,633.9416666666666,334.01874999999995,629.9476026170069,335.3143221003135,0.0,0.0,0.0,0.0,0.0,299.9229166666667,0.0,0.0,3965.299557858746,0.0,0.0,0.0,0.0,0.0
4-2,2025-02-01,49,08:10,8:00-8:10,6,1.099456106234482,1.0906497869765877,1.0448,590.91065,388.6844166666666,647.8242664426494,388.1143722570533,0.0,0.0,0.0,0.0,0.0,202.2262333333336,0.0,0.0,3740.603743043931,0.0,0.0,0.0,0.0,0.0
4-2,2025-02-01,50,08:20,8:10-8:20,6,1.0344140279128438,1.0279989717675826,0.9667,568.5581666666667,438.7655666666667,650.2756090914859,436.4097436781609,0.0,0.0,0.0,0.0,0.0,129.79259999999996,0.0,0.0,3596.389743043931,0.0,0.0,0.0,0.0,0.0
4-2,2025-02-01,51,08:30,8:20-8:30,6,1.0287891461590697,1.028908618529398,0.9429,574.2283333333332,487.94374999999997,624.6216451606604,482.970474137931,0.0,0.0,0.0,0.0,0.0,86.28458333333337,0.0,0.0,3500.5179837846717,0.0,0.0,0.0,0.0,0.0
4-2,2025-02-01,52,08:40,8:30-8:40,6,1.0143263369132707,1.0243726467401488,0.893,577.8523166666666,541.8831666666666,621.0054188241255,540.659584952978,0.0,0.0,0.0,0.0,0.0,35.96914999999999,0.0,0.0,3460.5522615624495,0.0,0.0,0.0,0.0,0.0
4-2,2025-02-01,53,08:50,8:40-8:50,6,0.999580530795543,1.0072445261677603,0.9266,649.0800333333333,586.6261,681.0811946715899,589.5549451410657,0.0,0.0,0.0,0.0,0.0,62.453933333333225,0.0,0.0,3391.1590023031904,0.0,0.0,0.0,0.0,0.0
4-2,2025-02-01,54,09:00,8:50-9:00,6,0.9904446889771655,0.9863415532190034,0.9995,737.1266666666667,621.9499999999999,759.556207925506,625.1235697492162,0.0,0.0,0.0,0.0,0.0,115.1766666666666,0.0,0.0,3263.1849282291164,0.0,0.0,0.0,0.0,0.0
4-2,2025-02-01,55,09:10,9:00-9:10,6,0.973244382751057,0.9673803240689667,0.9415,711.2534166666666,665.4293,764.0657612284281,663.5071602925809,0.0,0.0,0.0,0.0,0.0,45.8241166666664,0.0,0.0,3212.2692430439315,0.0,0.0,0.0,0.0,0.0
4-2,2025-02-01,56,09:20,9:10-9:20,6,0.9573350625938823,0.9530633243436327,0.8825,698.3616999999999,729.7221999999999,747.7150303658638,708.0464318181819,0.0,0.0,0.0,0.0,31.36050000000018,0.0,0.0,0.0,3240.4936930439317,0.0,0.0,0.0,0.0,0.0
4-2,2025-02-01,57,09:30,9:20-9:30,6,0.9356576676256614,0.9309925306402721,0.8929,736.3866666666665,798.0874999999999,738.846759369264,750.8179271159873,0.0,0.0,0.0,0.0,61.70083333333322,0.0,0.0,0.0,3296.0244430439316,0.0,0.0,0.0,0.0,0.0
4-2,2025-02-01,58,09:40,9:30-9:40,6,0.9087032738824232,0.9030499222337307,0.9059,733.2125666666667,838.3206833333334,717.7232454019501,782.852828369906,0.0,0.0,0.0,0.0,105.10811666666642,0.0,0.0,0.0,3390.6217480439313,0.0,0.0,0.0,0.0,0.0
4-2,2025-02-01,59,09:50,9:40-9:50,6,0.9731379907789045,0.9686070373091699,0.8581,697.1223666666666,867.3196166666667,718.2995441098999,821.1783056426331,0.0,0.0,0.0,0.0,170.19725000000005,0.0,0.0,0.0,3543.7992730439314,0.0,0.0,0.0,0.0,0.0
4-2,2025-02-01,60,10:00,9:50-10:00,6,1.0791107728669262,1.0774238062084873,0.8084,678.5883333333334,894.01875,738.5204796732176,865.9193377742947,0.0,0.0,0.0,0.0,215.43041666666642,0.0,0.0,0.0,3737.686648043931,0.0,0.0,0.0,0.0,0.0
4-2,2025-02-01,61,10:10,10:00-10:10,6,1.0670796426794151,1.0661859055980016,0.8605,711.4322,911.8498333333333,737.76849607239,900.4976262800418,0.0,0.0,0.0,0.0,200.41763333333316,0.0,0.0,0.0,3918.062518043931,0.0,0.0,0.0,0.0,0.0
4-2,2025-02-01,62,10:20,10:10-10:20,6,1.0258253655157379,1.0179001052869794,0.8292,706.70705,933.6272333333333,721.7342526364871,934.5405614420063,0.0,0.0,0.0,0.0,226.9201833333328,0.0,0.0,0.0,4122.290683043931,0.0,0.0,0.0,0.0,0.0
4-2,2025-02-01,63,10:30,10:20-10:30,6,1.0410181011668251,1.0274080395830478,0.7446,666.9933333333333,959.21875,710.4235407638238,963.3506269592476,0.0,0.0,0.0,0.0,292.22541666666683,0.0,0.0,0.0,4385.293558043931,0.0,0.0,0.0,0.0,0.0
4-2,2025-02-01,64,10:40,10:30-10:40,6,1.0759686125891794,1.0713387095123497,0.7982,678.7204333333333,979.8081666666667,716.1400550672207,971.226734691745,0.0,0.0,0.0,0.0,301.08773333333374,0.0,0.0,0.0,4656.272518043931,0.0,0.0,0.0,0.0,0.0
4-2,2025-02-01,65,10:50,10:40-10:50,6,0.8752244551846224,0.8713463886276491,0.6917,678.1305,1021.3479,713.2435119216331,981.9249269070011,0.0,0.0,0.0,0.0,315.25275772896543,0.0,0.0,27.964642271034563,4940.0,0.0,0.0,0.0,0.0,0.0
4-2,2025-02-01,66,11:00,10:50-11:00,6,0.5555038571708575,0.5423203992251077,0.438,652.925,1060.2749999999999,703.3075676627584,1005.0434365203761,0.0,0.0,0.0,0.0,266.6666666666667,0.0,0.0,140.68333333333322,5180.0,0.0,0.0,0.0,0.0,0.0
4-2,2025-02-01,67,11:10,11:00-11:10,6,0.5103049399127967,0.4980490205874154,0.3671,657.69435,1046.1778166666666,710.0323934575164,1026.8467566875652,0.0,0.0,0.0,0.0,333.3333333333333,0.0,0.0,55.15013333333326,5480.0,0.0,0.0,0.0,0.0,0.0
4-2,2025-02-01,68,11:20,11:10-11:20,6,0.54982858680542,0.5350959141617734,0.3419,656.1017166666666,1051.3417833333333,700.9435058443748,1038.0815020376174,0.0,0.0,0.0,0.0,311.1111111111111,0.0,0.0,84.12895555555565,5760.0,0.0,0.0,0.0,0.0,0.0
4-2,2025-02-01,69,11:30,11:20-11:30,6,0.5366944028484474,0.516803739432766,0.308,654.535,1099.0625,679.5133679229667,1049.0682014106583,0.0,0.0,0.0,0.0,255.55555555555554,0.0,0.0,188.9719444444445,5990.0,0.0,0.0,0.0,0.0,0.0
4-2,2025-02-01,70,11:40,11:30-11:40,6,0.5251972402858808,0.5132429328985476,0.3563,692.20855,1136.31565,682.4452643795773,1075.741989602926,0.0,0.0,0.0,0.0,266.6666666666667,0.0,0.0,177.44043333333337,6230.0,0.0,0.0,0.0,0.0,0.0
4-2,2025-02-01,71,11:50,11:40-11:50,6,0.5107939589521069,0.509110550058266,0.3499,680.1494833333334,1128.4168166666666,679.9618678690149,1085.299006321839,0.0,0.0,0.0,0.0,311.1111111111111,0.0,0.0,137.15622222222214,6510.0,0.0,0.0,0.0,0.0,0.0
4-2,2025-02-01,72,12:00,11:50-12:00,6,0.4948717146293435,0.4938416627540126,0.2979,640.0333333333333,1100.65625,674.5523862275436,1067.8161246081502,0.0,0.0,0.0,0.0,311.1111111111111,0.0,0.0,149.5118055555556,6790.0,0.0,0.0,0.0,0.0,0.0
4-2,2025-02-01,73,12:10,12:00-12:10,12,0.3077121000645464,0.2979862054443752,0.3528,676.8413833333333,1105.4832,697.3236947418411,1048.5431693312435,579.0549339894521,579.0549339894521,0.0,0.0,800.0,0.0,0.0,207.69675065611875,7510.0,204.29058071147873,0.0,0.0,0.0,204.29058071147873
4-2,2025-02-01,74,12:20,12:10-12:20,12,0.31904433324812387,0.307417379553807,0.4214,663.0938,1089.4810666666667,698.8198279628211,1051.207226227795,142.3101000651231,142.3101000651231,0.0,0.0,311.1111111111111,0.0,0.0,257.5862556206787,7790.0,59.96947616744287,0.0,0.0,0.0,59.96947616744287
4-2,2025-02-01,75,12:30,12:20-12:30,12,0.3074816823356943,0.29984327894723245,0.4077,594.0216666666666,1052.4125,670.9698373322291,1072.5320336990594,466.47977995726114,466.47977995726114,0.0,0.0,655.5555555555555,0.0,0.0,269.31505773503886,8380.0,190.18380628857537,0.0,0.0,0.0,190.18380628857537
4-2,2025-02-01,76,12:40,12:30-12:40,12,0.2703464753887463,0.25384501197324305,0.3359,601.1141666666666,1052.0977666666665,660.1222664022393,1085.191726384535,430.2027902879669,430.2027902879669,0.0,0.0,588.8888888888889,0.0,0.0,292.2975013990779,8910.0,144.50511725772807,0.0,0.0,0.0,144.50511725772807
4-2,2025-02-01,77,12:50,12:40-12:50,12,0.3963330592917954,0.3755173171946647,0.4541,633.3353666666667,1058.98975,680.551232188996,1071.9138675548588,0.0,0.0,0.0,0.0,100.0,0.0,0.0,325.65438333333327,9000.0,0.0,0.0,0.0,0.0,0.0
4-2,2025-02-01,78,13:00,12:50-13:00,12,0.6112605992165885,0.5967600136966175,0.6884,638.6816666666666,1052.225,704.2485419292597,1048.0623628526646,0.0,0.0,0.0,0.0,88.88888888888889,0.0,0.0,324.6544444444444,9080.0,0.0,0.0,0.0,0.0,0.0
4-2,2025-02-01,79,13:10,13:00-13:10,12,0.6448766758776245,0.634467615770152,0.7168,619.3742333333332,1041.0229166666666,688.251714736814,1043.1689063218391,0.0,0.0,0.0,0.0,211.11111111111111,0.0,0.0,210.53757222222222,9270.0,0.0,0.0,0.0,0.0,0.0
4-2,2025-02-01,80,13:20,13:10-13:20,12,0.6195187835611111,0.6039854421139327,0.7194,606.5044,1029.2288333333331,663.1610869165663,1026.2017055903866,0.0,0.0,0.0,0.0,244.44444444444443,0.0,0.0,178.27998888888865,9490.0,0.0,0.0,0.0,0.0,0.0
4-2,2025-02-01,81,13:30,13:20-13:30,12,0.6274623019346639,0.6111412911291222,0.7375,607.0133333333333,1017.28125,656.8128626994853,998.5311128526645,0.0,0.0,0.0,0.0,244.44444444444443,0.0,0.0,165.82347222222225,9710.0,0.0,0.0,0.0,0.0,0.0
4-2,2025-02-01,82,13:40,13:30-13:40,12,0.6257055432844529,0.6295557379071541,0.6413,606.3183333333333,998.79405,668.1342281670327,992.5959707419017,0.0,0.0,0.0,0.0,233.33333333333331,0.0,0.0,159.14238333333338,9920.0,0.0,0.0,0.0,0.0,0.0
4-2,2025-02-01,83,13:50,13:40-13:50,12,0.7102577068415188,0.715599412599024,0.6761,624.9272166666666,948.6343499999999,667.936190492932,975.5177533960292,0.0,0.0,0.0,0.0,233.33333333333331,0.0,0.0,90.37380000000002,10130.0,0.0,0.0,0.0,0.0,0.0
4-2,2025-02-01,84,14:00,13:50-14:00,12,0.844934993013579,0.8317634867437641,0.8225,641.645,875.1875,652.6430734120086,940.6084835423197,0.0,0.0,0.0,0.0,222.22222222222223,0.0,0.0,11.32027777777779,10330.0,0.0,0.0,0.0,0.0,0.0
4-2,2025-02-01,85,14:10,14:00-14:10,12,0.884393389320085,0.872050409033278,0.8111,612.7233833333332,815.6234166666666,643.6877936195704,913.4817496865203,0.0,0.0,0.0,0.0,188.88888888888889,0.0,0.0,14.011144444444454,10500.0,0.0,0.0,0.0,0.0,0.0
4-2,2025-02-01,86,14:20,14:10-14:20,12,0.8644622818966237,0.8619363020911649,0.8061,603.26775,769.5365666666667,633.6662417287072,877.6065293625913,0.0,0.0,0.0,0.0,166.26881666666628,0.0,0.0,0.0,10649.641935,0.0,0.0,0.0,0.0,0.0
4-2,2025-02-01,87,14:30,14:20-14:30,12,0.8893260859569225,0.890147051875522,0.8727,610.8116666666666,727.3999999999999,624.7189408808682,824.3927899686519,0.0,0.0,0.0,0.0,116.58833333333354,0.0,0.0,0.0,10754.571435,0.0,0.0,0.0,0.0,0.0
4-2,2025-02-01,88,14:40,14:30-14:40,12,0.9647599829543005,0.9592628834895621,0.8717,571.6230833333333,684.0674,627.0903305779955,764.5866193834901,0.0,0.0,0.0,0.0,50.47618333333351,0.0,0.0,61.96813333333323,10800.0,0.0,0.0,0.0,0.0,0.0
4-2,2025-02-01,89,14:50,14:40-14:50,12,0.7921893928128128,0.7885385407018445,0.7054,554.5942,648.3614333333333,616.8827154812892,710.1505632706375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.76723333333325,10800.0,0.0,0.0,0.0,0.0,0.0
4-2,2025-02-01,90,15:00,14:50-15:00,12,0.48070766649101837,0.4826423021645297,0.5147,578.9233333333333,614.7249999999999,604.3042856857052,665.6979427899687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.80166666666662,10800.0,0.0,0.0,0.0,0.0,0.0
