date,t,source_right_end_label,physical_interval,price_yuan_per_kwh,actual_load_kwh,actual_pv_kwh,forecast_load_kwh,forecast_pv_kwh,plan_grid_kwh,dp_charge_kwh,dp_discharge_kwh,dp_emergency_kwh,dp_unused_kwh,dp_end_soc_kwh,analytical_charge_kwh,analytical_discharge_kwh,analytical_emergency_kwh,analytical_unused_kwh,analytical_end_soc_kwh
2025-02-01,14,02:20,2:10-2:20,0.4324,490.5609166666666,0.0,478.7131942466842,0.0,506.2342584608938,15.673341794226872,0.0,0.0,0.0,10074.346037788837,15.673341794227156,0.0,0.0,0.0,10074.346037788837
2025-02-01,15,02:30,2:20-2:30,0.4367,503.22,0.0,495.0223267425968,0.0,491.3044599407037,0.0,11.915540059296655,0.0,0.0,10061.106548834063,0.0,11.915540059296347,0.0,0.0,10061.106548834063
2025-02-01,16,02:40,2:30-2:40,0.4348,474.07281666666665,0.0,502.3424134943287,0.0,511.51016349432876,37.43734682766242,0.0,0.0,0.0,10094.800160978959,37.43734682766211,0.0,0.0,0.0,10094.800160978959
2025-02-01,17,02:50,2:40-2:50,0.4335,461.38439999999997,0.0,515.1785636296253,0.0,517.9860004265278,56.601600426527305,0.0,0.0,0.0,10145.741601362834,56.601600426527796,0.0,0.0,0.0,10145.741601362834
2025-02-01,18,03:00,2:50-3:00,0.4357,476.94166666666666,0.0,536.0565418516878,0.0,544.023917036627,67.0822503699613,0.0,0.0,0.0,10206.115626695799,67.08225036996038,0.0,0.0,0.0,10206.115626695799
2025-02-01,19,03:10,3:00-3:10,0.4374,483.39955,0.0,549.3007353224277,0.0,558.8139009116987,37.64930367133476,0.0,0.0,37.765047240364,10240.0,75.41435091169876,0.0,0.0,0.0,10273.988542516328
2025-02-01,20,03:20,3:10-3:20,0.4371,486.6019166666666,0.0,537.717616079865,0.0,558.7581184326706,11.11111111111111,0.0,0.0,61.045090654892846,10250.0,72.15620176600396,0.0,0.0,0.0,10338.929124105733
2025-02-01,21,03:30,3:20-3:30,0.4356,498.84833333333336,0.0,509.3891363416288,0.0,527.6246795499198,0.0,0.0,0.0,28.77634621658649,10250.0,28.77634621658649,0.0,0.0,0.0,10364.82783570066
2025-02-01,22,03:40,3:30-3:40,0.4353,518.3097333333333,0.0,494.1257620411398,0.0,503.5374439337841,0.0,14.77228939954839,0.0,0.0,10233.586345111613,0.0,14.772289399549152,0.0,0.0,10348.414180812273
2025-02-01,23,03:50,3:40-3:50,0.436,509.13346666666666,0.0,506.0239491963704,0.0,496.4357634203126,0.0,12.697703246354468,0.0,0.0,10219.477785948997,0.0,12.69770324635408,0.0,0.0,10334.305621649657
2025-02-01,24,04:00,3:50-4:00,0.4378,483.6166666666666,0.0,537.2465277028168,0.0,537.6388044648667,0.0,0.0,0.0,54.02213779820005,10219.477785948997,54.02213779820005,0.0,0.0,0.0,10382.925545668037
2025-02-01,25,04:10,4:00-4:10,0.4401,491.1868,0.0,561.4017740348982,0.0,562.9800396912951,0.0,0.0,0.0,71.79323969129513,10219.477785948997,71.79323969129513,0.0,0.0,0.0,10447.539461390203
2025-02-01,26,04:20,4:10-4:20,0.4389,504.64528333333334,0.0,550.8051148169533,0.0,563.7524310421022,0.0,0.0,0.0,59.10714770876888,10219.477785948997,59.10714770876888,0.0,0.0,0.0,10500.735894328094
2025-02-01,27,04:30,4:20-4:30,0.4364,505.57833333333326,0.0,523.6811550412247,0.0,546.4301314733148,0.0,0.0,0.0,40.8517981399815,10219.477785948997,40.8517981399815,0.0,0.0,0.0,10537.502512654077
2025-02-01,28,04:40,4:30-4:40,0.4393,503.23096666666663,0.0,524.3169589247386,0.0,531.8338715503518,0.0,0.0,0.0,28.60290488368514,10219.477785948997,28.60290488368514,0.0,0.0,0.0,10563.245127049393
2025-02-01,29,04:50,4:40-4:50,0.4422,502.84698333333336,0.00023333333333333333,519.498747081116,0.0002945141065830721,517.3363465408302,0.0,0.0,0.0,14.48959654083012,10219.477785948997,14.48959654083012,0.0,0.0,0.0,10576.285763936141
2025-02-01,30,05:00,4:50-5:00,0.4395,499.64166666666665,0.0,510.7204644982454,0.0,502.31934420329003,0.0,0.0,0.0,2.677677536623378,10219.477785948997,2.677677536623378,0.0,0.0,0.0,10578.695673719101
2025-02-01,31,05:10,5:00-5:10,0.4333,488.78358333333335,0.0,536.7218820689045,0.0,542.8733226663154,0.0,0.0,0.0,54.08973933298205,10219.477785948997,54.08973933298205,0.0,0.0,0.0,10627.376439118785
2025-02-01,32,05:20,5:10-5:20,0.4439,498.51875,0.0033166666666666665,567.6720834626864,0.004151619644723093,583.1410113867618,0.0,0.0,0.0,84.6255780534284,10219.477785948997,84.6255780534284,0.0,0.0,0.0,10703.539459366872
2025-02-01,33,05:30,5:20-5:30,0.4301,529.2233333333334,0.0,574.2346076145644,0.0,617.3678652483454,0.0,0.0,0.0,88.14453191501207,10219.477785948997,88.14453191501207,0.0,0.0,0.0,10782.869538090383
2025-02-01,34,05:40,5:30-5:40,0.3713,547.4103166666666,0.0,553.0392872287151,0.0,1359.5255198651857,645.0246822788924,0.0,0.0,167.09052091962667,10800.0,19.033846566241362,0.0,0.0,793.0813566322778,10800.0
2025-02-01,35,05:50,5:40-5:50,0.5708,531.2274,0.04623333333333333,531.273819515539,0.05778850574712644,520.2979928135032,0.0,10.883173853163862,0.0,0.0,10787.907584607596,0.0,10.883173853163385,0.0,0.0,10787.907584607596
2025-02-01,36,06:00,5:50-6:00,0.9099,510.98333333333335,0.0,535.398485542235,0.0,0.0,0.0,510.98333333333323,0.0,0.0,10220.148325348337,0.0,510.98333333333335,0.0,0.0,10220.148325348337
2025-02-01,37,06:10,6:00-6:10,0.9368,535.1871833333332,0.0,568.979836524965,0.0,0.0,0.0,535.1871833333333,0.0,0.0,9625.49589942241,0.0,535.1871833333332,0.0,0.0,9625.49589942241
2025-02-01,38,06:20,6:10-6:20,0.8758,533.9993499999999,0.6440166666666667,579.3341068508029,0.8049140543364681,0.0,0.0,533.3553333333329,0.0,0.0,9032.878862385374,0.0,533.3553333333333,0.0,0.0,9032.878862385374
2025-02-01,39,06:30,6:20-6:30,0.8759,504.52,0.0,560.2905207000898,0.0,0.0,0.0,504.5200000000006,0.0,0.0,8472.301084607596,0.0,504.52,0.0,0.0,8472.301084607596
2025-02-01,40,06:40,6:30-6:40,0.8601,519.5536833333333,0.0,559.6603831956156,0.0,0.0,0.0,519.5536833333335,0.0,0.0,7895.019214237225,0.0,519.5536833333333,0.0,0.0,7895.019214237225
2025-02-01,41,06:50,6:40-6:50,0.8442,566.415,14.934916666666666,597.5482828608214,13.597024817136887,0.0,0.0,551.4800833333331,0.0,0.0,7282.263566089077,0.0,551.4800833333333,0.0,0.0,7282.263566089077
2025-02-01,42,07:00,6:50-7:00,0.8334,608.7916666666666,56.75,647.9784986072893,57.05754310344828,0.0,0.0,552.0416666666666,0.0,0.0,6668.883936459448,0.0,552.0416666666666,0.0,0.0,6668.883936459448
2025-02-01,43,07:10,7:00-7:10,0.8092,617.2140499999999,102.656,661.5978779875124,102.59360240334378,0.0,0.0,514.5580499999999,0.0,0.0,6097.152769792781,0.0,514.5580499999999,0.0,0.0,6097.152769792781
2025-02-01,44,07:20,7:10-7:20,0.7972,595.3964666666666,147.48791666666665,649.622116430395,148.30200057471265,0.0,0.0,447.9085499999996,0.0,0.0,5599.476603126115,0.0,447.90854999999993,0.0,0.0,5599.476603126115
2025-02-01,45,07:30,7:20-7:30,0.7644,579.5366666666666,190.11249999999998,641.6224472996964,195.76780956112853,0.0,0.0,389.4241666666666,0.0,0.0,5166.783084607597,0.0,389.4241666666667,0.0,0.0,5166.783084607597
2025-02-01,46,07:40,7:30-7:40,0.6899,609.0003666666667,231.34661666666665,654.7332761237966,243.9341701149425,0.0,0.0,377.6537500000001,0.0,0.0,4747.167806829819,0.0,377.65375,0.0,0.0,4747.167806829819
2025-02-01,47,07:50,7:40-7:50,0.86,640.2366833333333,279.07533333333333,647.9960080419728,289.3258490595611,0.0,0.0,361.1613499999998,0.0,0.0,4345.87741794093,0.0,361.16134999999997,0.0,0.0,4345.87741794093
2025-02-01,48,08:00,7:50-8:00,1.1617,633.9416666666666,334.01874999999995,629.9476026170069,335.3143221003135,0.0,0.0,299.9229166666667,0.0,0.0,4012.629732755745,0.0,299.92291666666665,0.0,0.0,4012.629732755745
2025-02-01,49,08:10,8:00-8:10,1.1683,590.91065,388.6844166666666,647.8242664426494,388.1143722570533,0.0,0.0,202.2262333333336,0.0,0.0,3787.93391794093,0.0,202.22623333333343,0.0,0.0,3787.93391794093
2025-02-01,50,08:20,8:10-8:20,1.0956,568.5581666666667,438.7655666666667,650.2756090914859,436.4097436781609,0.0,0.0,129.79259999999996,0.0,0.0,3643.71991794093,0.0,129.7926,0.0,0.0,3643.71991794093
2025-02-01,51,08:30,8:20-8:30,1.0849,574.2283333333332,487.94374999999997,624.6216451606604,482.970474137931,0.0,0.0,86.28458333333337,0.0,0.0,3547.8481586816706,0.0,86.28458333333327,0.0,0.0,3547.8481586816706
2025-02-01,52,08:40,8:30-8:40,1.061,577.8523166666666,541.8831666666666,621.0054188241255,540.659584952978,0.0,0.0,35.96914999999999,0.0,0.0,3507.8824364594484,0.0,35.96915000000001,0.0,0.0,3507.8824364594484
2025-02-01,53,08:50,8:40-8:50,1.043,649.0800333333333,586.6261,681.0811946715899,589.5549451410657,0.0,0.0,62.453933333333225,0.0,0.0,3438.4891772001893,0.0,62.45393333333334,0.0,0.0,3438.4891772001893
2025-02-01,54,09:00,8:50-9:00,1.036,737.1266666666667,621.9499999999999,759.556207925506,625.1235697492162,0.0,0.0,115.1766666666666,0.0,0.0,3310.5151031261153,0.0,115.17666666666673,0.0,0.0,3310.5151031261153
2025-02-01,55,09:10,9:00-9:10,1.0147,711.2534166666666,665.4293,764.0657612284281,663.5071602925809,0.0,0.0,45.8241166666664,0.0,0.0,3259.5994179409304,0.0,45.824116666666555,0.0,0.0,3259.5994179409304
2025-02-01,56,09:20,9:10-9:20,0.9922,698.3616999999999,729.7221999999999,747.7150303658638,708.0464318181819,0.0,31.36050000000018,0.0,0.0,0.0,3287.8238679409305,31.360500000000002,0.0,0.0,0.0,3287.8238679409305
2025-02-01,57,09:30,9:20-9:30,0.97,736.3866666666665,798.0874999999999,738.846759369264,750.8179271159873,0.0,61.70083333333322,0.0,0.0,0.0,3343.3546179409304,61.70083333333332,0.0,0.0,0.0,3343.3546179409304
2025-02-01,58,09:40,9:30-9:40,0.9422,733.2125666666667,838.3206833333334,717.7232454019501,782.852828369906,0.0,105.10811666666642,0.0,0.0,0.0,3437.95192294093,105.10811666666666,0.0,0.0,0.0,3437.95192294093
2025-02-01,59,09:50,9:40-9:50,0.9569,697.1223666666666,867.3196166666667,718.2995441098999,821.1783056426331,0.0,170.19725000000005,0.0,0.0,0.0,3591.1294479409303,170.19725000000005,0.0,0.0,0.0,3591.1294479409303
2025-02-01,60,10:00,9:50-10:00,0.9977,678.5883333333334,894.01875,738.5204796732176,865.9193377742947,0.0,215.43041666666642,0.0,0.0,0.0,3785.01682294093,215.4304166666666,0.0,0.0,0.0,3785.01682294093
2025-02-01,61,10:10,10:00-10:10,0.9919,711.4322,911.8498333333333,737.76849607239,900.4976262800418,0.0,200.41763333333316,0.0,0.0,0.0,3965.39269294093,200.41763333333336,0.0,0.0,0.0,3965.39269294093
2025-02-01,62,10:20,10:10-10:20,0.9588,706.70705,933.6272333333333,721.7342526364871,934.5405614420063,0.0,226.9201833333328,0.0,0.0,0.0,4169.620857940929,226.92018333333328,0.0,0.0,0.0,4169.620857940929
2025-02-01,63,10:30,10:20-10:30,0.9549,666.9933333333333,959.21875,710.4235407638238,963.3506269592476,0.0,292.22541666666683,0.0,0.0,0.0,4432.62373294093,292.22541666666666,0.0,0.0,0.0,4432.62373294093
2025-02-01,64,10:40,10:30-10:40,0.9839,678.7204333333333,979.8081666666667,716.1400550672207,971.226734691745,0.0,301.08773333333374,0.0,0.0,0.0,4703.60269294093,301.0877333333334,0.0,0.0,0.0,4703.60269294093
2025-02-01,65,10:50,10:40-10:50,0.799,678.1305,1021.3479,713.2435119216331,981.9249269070011,0.0,343.21740000000017,0.0,0.0,0.0,5012.49835294093,343.2174,0.0,0.0,0.0,5012.49835294093
2025-02-01,66,11:00,10:50-11:00,0.5025,652.925,1060.2749999999999,703.3075676627584,1005.0434365203761,0.0,407.34999999999974,0.0,0.0,0.0,5379.11335294093,407.3499999999999,0.0,0.0,0.0,5379.11335294093
2025-02-01,67,11:10,11:00-11:10,0.4662,657.69435,1046.1778166666666,710.0323934575164,1026.8467566875652,0.0,388.4834666666666,0.0,0.0,0.0,5728.74847294093,388.4834666666666,0.0,0.0,0.0,5728.74847294093
2025-02-01,68,11:20,11:10-11:20,0.5007,656.1017166666666,1051.3417833333333,700.9435058443748,1038.0815020376174,0.0,379.1683633989669,0.0,0.0,16.07170326769983,6070.0,395.24006666666673,0.0,0.0,0.0,6084.4645329409295
2025-02-01,69,11:30,11:20-11:30,0.4827,654.535,1099.0625,679.5133679229667,1049.0682014106583,0.0,255.55555555555554,0.0,0.0,188.9719444444445,6300.0,444.52750000000003,0.0,0.0,0.0,6484.539282940929
2025-02-01,70,11:40,11:30-11:40,0.4785,692.20855,1136.31565,682.4452643795773,1075.741989602926,0.0,266.6666666666667,0.0,0.0,177.44043333333337,6540.0,444.10710000000006,0.0,0.0,0.0,6884.235672940929
2025-02-01,71,11:50,11:40-11:50,0.4662,680.1494833333334,1128.4168166666666,679.9618678690149,1085.299006321839,0.0,311.1111111111111,0.0,0.0,137.15622222222214,6820.0,448.2673333333332,0.0,0.0,0.0,7287.676272940929
2025-02-01,72,12:00,11:50-12:00,0.4432,640.0333333333333,1100.65625,674.5523862275436,1067.8161246081502,432.19285555882993,744.4444444444445,0.0,0.0,148.37132778105217,7490.0,833.3333333333334,0.0,0.0,59.48243889216326,8037.676272940929
2025-02-01,73,12:10,12:00-12:10,0.4411,676.8413833333333,1105.4832,697.3236947418411,1048.5431693312435,412.45549207726424,622.2222222222222,0.0,0.0,218.87508652170868,8050.0,833.3333333333334,0.0,0.0,7.763975410597482,8787.67627294093
2025-02-01,74,12:20,12:10-12:20,0.4551,663.0938,1089.4810666666667,698.8198279628211,1051.207226227795,0.0,166.66666666666666,0.0,0.0,259.7206000000001,8200.0,426.38726666666673,0.0,0.0,0.0,9171.42481294093
2025-02-01,75,12:30,12:20-12:30,0.4463,594.0216666666666,1052.4125,670.9698373322291,1072.5320336990594,30.947109618286447,222.22222222222223,0.0,0.0,267.1157207293975,8400.0,489.3379429516197,0.0,0.0,0.0,9611.828961597388
2025-02-01,76,12:40,12:30-12:40,0.4113,601.1141666666666,1052.0977666666665,660.1222664022393,1085.191726384535,406.40465337919784,566.6666666666666,0.0,0.0,290.7215867125311,8910.0,833.3333333333334,0.0,0.0,24.054920045864378,10361.828961597388
2025-02-01,77,12:50,12:40-12:50,0.5682,633.3353666666667,1058.98975,680.551232188996,1071.9138675548588,0.0,100.0,0.0,0.0,325.65438333333327,9000.0,425.65438333333327,0.0,0.0,0.0,10744.917906597388
2025-02-01,78,13:00,12:50-13:00,0.8279,638.6816666666666,1052.225,704.2485419292597,1048.0623628526646,0.0,88.88888888888889,0.0,0.0,324.6544444444444,9080.0,61.20232600290264,0.0,0.0,352.34100733043067,10800.0
2025-02-01,79,13:10,13:00-13:10,0.8636,619.3742333333332,1041.0229166666666,688.251714736814,1043.1689063218391,0.0,211.11111111111111,0.0,0.0,210.53757222222222,9270.0,0.0,0.0,0.0,421.64868333333334,10800.0
2025-02-01,80,13:20,13:10-13:20,0.8416,606.5044,1029.2288333333331,663.1610869165663,1026.2017055903866,0.0,244.44444444444443,0.0,0.0,178.27998888888865,9490.0,0.0,0.0,0.0,422.7244333333331,10800.0
2025-02-01,81,13:30,13:20-13:30,0.8618,607.0133333333333,1017.28125,656.8128626994853,998.5311128526645,0.0,244.44444444444443,0.0,0.0,165.82347222222225,9710.0,0.0,0.0,0.0,410.2679166666667,10800.0
2025-02-01,82,13:40,13:30-13:40,0.8623,606.3183333333333,998.79405,668.1342281670327,992.5959707419017,0.0,233.33333333333331,0.0,0.0,159.14238333333338,9920.0,0.0,0.0,0.0,392.4757166666667,10800.0
2025-02-01,83,13:50,13:40-13:50,0.9026,624.9272166666666,948.6343499999999,667.936190492932,975.5177533960292,0.0,233.33333333333331,0.0,0.0,90.37380000000002,10130.0,0.0,0.0,0.0,323.70713333333333,10800.0
2025-02-01,84,14:00,13:50-14:00,0.9754,641.645,875.1875,652.6430734120086,940.6084835423197,0.0,222.22222222222223,0.0,0.0,11.32027777777779,10330.0,0.0,0.0,0.0,233.54250000000002,10800.0
2025-02-01,85,14:10,14:00-14:10,1.0002,612.7233833333332,815.6234166666666,643.6877936195704,913.4817496865203,0.0,188.88888888888889,0.0,0.0,14.011144444444454,10500.0,0.0,0.0,0.0,202.90003333333334,10800.0
2025-02-01,86,14:20,14:10-14:20,0.9978,603.26775,769.5365666666667,633.6662417287072,877.6065293625913,0.0,166.26881666666628,0.0,0.0,0.0,10649.641935,0.0,0.0,0.0,166.26881666666668,10800.0
2025-02-01,87,14:30,14:20-14:30,1.0271,610.8116666666666,727.3999999999999,624.7189408808682,824.3927899686519,0.0,116.58833333333354,0.0,0.0,0.0,10754.571435,0.0,0.0,0.0,116.58833333333325,10800.0
2025-02-01,88,14:40,14:30-14:40,1.0906,571.6230833333333,684.0674,627.0903305779955,764.5866193834901,0.0,50.47618333333351,0.0,0.0,61.96813333333323,10800.0,0.0,0.0,0.0,112.44431666666674,10800.0
2025-02-01,89,14:50,14:40-14:50,0.9376,554.5942,648.3614333333333,616.8827154812892,710.1505632706375,0.0,0.0,0.0,0.0,93.76723333333325,10800.0,0.0,0.0,0.0,93.76723333333325,10800.0
2025-02-01,90,15:00,14:50-15:00,0.6694,578.9233333333333,614.7249999999999,604.3042856857052,665.6979427899687,0.0,0.0,0.0,0.0,35.80166666666662,10800.0,0.0,0.0,0.0,35.80166666666662,10800.0
2025-02-01,91,15:10,15:00-15:10,0.66,593.8219999999999,565.39285,623.2409166037583,626.0165815047021,0.0,0.0,28.429149999999208,0.0,0.0,10768.412055555556,0.0,28.429149999999936,0.0,0.0,10768.412055555556
2025-02-01,92,15:20,15:10-15:20,0.7217,603.3700333333334,505.4359666666667,632.8959024084941,577.1351333333332,40.33538511574636,0.0,57.59868155092063,0.0,0.0,10704.413520498978,0.0,57.59868155092033,0.0,0.0,10704.413520498978
2025-02-01,93,15:30,15:20-15:30,0.7308,608.655,450.63749999999993,617.1141789810978,520.3176920062695,96.0561356739189,0.0,61.961364326081096,0.0,0.0,10635.567560136666,0.0,61.96136432608114,0.0,0.0,10635.567560136666
2025-02-01,94,15:40,15:30-15:40,0.7534,596.78865,413.62829999999997,598.862038657422,469.1312801985371,130.67841906494533,0.0,52.4819309350547,0.0,0.0,10577.25430354216,0.0,52.48193093505466,0.0,0.0,10577.25430354216
2025-02-01,95,15:50,15:40-15:50,0.7823,570.11095,375.9729,582.6450323454355,417.4279375653083,178.7162875086711,0.0,15.421762491328991,0.0,0.0,10560.119011885128,0.0,15.421762491328934,0.0,0.0,10560.119011885128
2025-02-01,96,16:00,15:50-16:00,0.8055,548.75,328.93125,572.0915370230329,364.1152233542319,186.4928617999543,0.0,33.325888200044936,0.0,0.0,10523.090247218412,0.0,33.32588820004571,0.0,0.0,10523.090247218412
2025-02-01,97,16:10,16:00-16:10,0.8271,554.0824,281.17404999999997,575.231100325449,315.4817074712644,294.6387792178209,21.730429217821236,0.0,0.0,0.0,10542.64763351445,21.73042921782087,0.0,0.0,0.0,10542.64763351445
2025-02-01,98,16:20,16:10-16:20,0.8519,559.0360666666666,240.44151666666667,599.421855522878,266.7671010449321,355.3884206433853,36.79387064338597,0.0,0.0,0.0,10575.762117093498,36.79387064338539,0.0,0.0,0.0,10575.762117093498
2025-02-01,99,16:30,16:20-16:30,0.8791,563.1066666666666,202.36249999999998,619.978061056037,213.20977664576802,412.45887431859046,51.71470765192377,0.0,0.0,0.0,10622.30535398023,51.714707651923845,0.0,0.0,0.0,10622.30535398023
2025-02-01,100,16:40,16:30-16:40,0.9024,580.2863,155.5190333333333,593.8064491513348,155.5838576802508,441.8267013195688,17.059434652902482,0.0,0.0,0.0,10637.658845167842,17.059434652902155,0.0,0.0,0.0,10637.658845167842
2025-02-01,101,16:50,16:40-16:50,0.9163,532.8180166666666,106.71146666666667,532.050503626125,104.70104796238245,437.04038316289416,10.933833162893682,0.0,0.0,0.0,10647.499295014446,10.933833162894189,0.0,0.0,0.0,10647.499295014446
2025-02-01,102,17:00,16:50-17:00,0.9264,446.78,59.70625,472.23270400461195,59.868887147335435,416.02215396162,28.948403961619785,0.0,0.0,0.0,10673.552858579904,28.948403961620045,0.0,0.0,0.0,10673.552858579904
2025-02-01,103,17:10,17:00-17:10,0.9462,433.5435166666667,15.897433333333334,453.36348203354845,14.665295977011496,443.7456960175036,26.0996126841706,0.0,0.0,0.0,10697.042509995657,26.09961268417021,0.0,0.0,0.0,10697.042509995657
2025-02-01,104,17:20,17:10-17:20,0.9742,439.7808,0.0,469.4446162626327,0.0,472.0472609858777,32.266460985877835,0.0,0.0,0.0,10726.082324882947,32.2664609858777,0.0,0.0,0.0,10726.082324882947
2025-02-01,105,17:30,17:20-17:30,0.9862,436.13666666666666,0.0,478.5033414035593,0.0,487.7583414035594,51.621674736893006,0.0,0.0,0.0,10772.541832146151,51.62167473689277,0.0,0.0,0.0,10772.541832146151
2025-02-01,106,17:40,17:30-17:40,0.976,445.99516666666665,0.68945,443.7279194605544,0.8714433124346918,456.8285261481198,11.52280948145239,0.0,0.0,0.0,10782.912360679458,11.52280948145318,0.0,0.0,0.0,10782.912360679458
2025-02-01,107,17:50,17:40-17:50,1.0742,439.89263333333326,0.0,442.5715499528616,0.0,439.43328605768113,0.0,0.45934727565145295,0.0,0.0,10782.401974817623,0.0,0.45934727565213507,0.0,0.0,10782.401974817623
2025-02-01,108,18:00,17:50-18:00,1.2313,428.47,0.0,473.93885136891186,0.0,0.0,0.0,428.47000000000065,0.0,0.0,10306.324197039845,0.0,428.47,0.0,0.0,10306.324197039845
2025-02-01,109,18:10,18:00-18:10,1.2561,454.18455,0.049499999999999995,459.6841026926303,0.0625641065830721,0.0,0.0,454.13504999999935,0.0,0.0,9801.729697039846,0.0,454.13505,0.0,0.0,9801.729697039846
2025-02-01,110,18:20,18:10-18:20,1.2447,472.26531666666665,0.0,440.4714395200975,0.0,0.0,0.0,472.26531666666654,0.0,0.0,9276.990456299105,0.0,472.26531666666665,0.0,0.0,9276.990456299105
2025-02-01,111,18:30,18:20-18:30,1.2545,454.16833333333335,0.0,430.3155589922205,0.0,0.0,0.0,454.16833333333324,0.0,0.0,8772.358974817624,0.0,454.16833333333335,0.0,0.0,8772.358974817624
2025-02-01,112,18:40,18:30-18:40,1.2522,418.3761833333333,0.0035499999999999998,408.31740969221164,0.004489289446185998,0.0,0.0,418.37263333333397,0.0,0.0,8307.500493336142,0.0,418.3726333333333,0.0,0.0,8307.500493336142
2025-02-01,113,18:50,18:40-18:50,1.2881,414.0822333333333,0.0,438.75769808562677,0.0,0.0,0.0,414.082233333333,0.0,0.0,7847.4091229657715,0.0,414.0822333333333,0.0,0.0,7847.4091229657715
2025-02-01,114,19:00,18:50-19:00,1.3466,432.1383333333333,0.0,487.42455967544487,0.0,0.0,0.0,432.138333333333,0.0,0.0,7367.255419262068,0.0,432.1383333333333,0.0,0.0,7367.255419262068
2025-02-01,115,19:10,19:00-19:10,1.3523,424.01436666666666,0.00025,450.05536409335616,0.00032204806687565314,0.0,0.0,424.0141166666669,0.0,0.0,6896.128622965772,0.0,424.01411666666667,0.0,0.0,6896.128622965772
2025-02-01,116,19:20,19:10-19:20,1.3445,442.41246666666666,0.0,419.1683061281789,0.0,0.0,0.0,442.4124666666665,0.0,0.0,6404.5592155583645,0.0,442.41246666666666,0.0,0.0,6404.5592155583645
2025-02-01,117,19:30,19:20-19:30,1.3483,483.74666666666667,0.0,430.99326922165704,0.0,0.0,0.0,483.7466666666667,0.0,0.0,5867.062919262068,0.0,483.74666666666667,0.0,0.0,5867.062919262068
2025-02-01,118,19:40,19:30-19:40,1.349,481.18446666666665,0.0,434.15600167401004,0.0,0.0,0.0,481.1844666666664,0.0,0.0,5332.413511854661,0.0,481.18446666666665,0.0,0.0,5332.413511854661
